path,class
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_15-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_11-16_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_08-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_15-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_17-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-31_12-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_14-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_18-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_11-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_13-03_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_13-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_14-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-13_18-41_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_06-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-11_18-48_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_18-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-13_15-40_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_08-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_11-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_07-01_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_14-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_14-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_10-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-14_13-21_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_17-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_08-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_12-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_08-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_14-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-52_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_09-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_18-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_10-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-21_09-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_11-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_10-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-30_09-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_12-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_13-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_17-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_09-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_18-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_17-46_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-48_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_11-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_16-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-22_16-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_17-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_12-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-13_17-41_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_14-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_08-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-18_12-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-17_18-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_17-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-21_12-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_16-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_14-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_09-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_14-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_09-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_18-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_16-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-14_15-21_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_15-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_15-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_15-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_06-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_12-16_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_11-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_11-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_18-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_10-30_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_08-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_10-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-24_12-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_10-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-29_15-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_06-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_18-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_09-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_10-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_14-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_18-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-21_16-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_15-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_08-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_12-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_13-30_y-512_x-0.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-20_11-00_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_17-41_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_08-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_17-15_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-21_16-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-22_15-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_10-30_y-0_x-0.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_15-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_08-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_11-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_14-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_10-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_14-21_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_08-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-15_12-45_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-30_14-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_09-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_09-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_11-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_09-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_11-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_08-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_18-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-30_05-31_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_12-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_16-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_17-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_17-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_10-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_08-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_12-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_11-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-11_18-43_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_15-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_11-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-21_15-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_18-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_16-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_17-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_16-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_11-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_12-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_14-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_08-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-57_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_17-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-26_15-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_10-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_17-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_11-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_12-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-24_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-34_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-28_10-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_13-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_11-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_16-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_16-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_10-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_11-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_06-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_11-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_16-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_09-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_09-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_17-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_12-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-20_10-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_14-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-08_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_06-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_09-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_10-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_18-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_09-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_08-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_10-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-22_18-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-13_15-21_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_13-16_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_08-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_10-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_18-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_15-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_14-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_16-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_15-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-11_18-56_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-11_18-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_17-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_15-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-17_15-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_10-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_07-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_17-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_13-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_13-00_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_16-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_13-50_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_18-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_12-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_17-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_12-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_11-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_17-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-21_09-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_12-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_11-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_12-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_17-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-21_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_11-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_10-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_15-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-13_15-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_05-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_15-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_15-15_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_17-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_13-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-46_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_15-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_16-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_12-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_11-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_13-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_10-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-30_13-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_10-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_16-31_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_16-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_09-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_09-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-26_08-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_09-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_09-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_14-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_16-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_09-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_06-16_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_12-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_16-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_08-31_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_05-16_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_10-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_14-21_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_15-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_13-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_09-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-28_11-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_08-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-27_12-00_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-17_18-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-19_10-30_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_09-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_18-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-11_18-42_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-32_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_17-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-27_12-45_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_17-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_10-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_11-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-14_16-41_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_08-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_09-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_12-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_17-41_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_12-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_15-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-13_15-40_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_17-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_11-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-04-01_06-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_10-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-17_15-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_11-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_18-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_07-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_14-41_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_17-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_09-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_14-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_18-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_12-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-18_18-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_11-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_12-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_11-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_09-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_08-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-13_18-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_12-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_18-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_10-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_12-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_13-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_10-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_07-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_11-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-22_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_13-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_18-46_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_06-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_13-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_18-30_y-512_x-512.jpg,0.0
